Country Name,Country Code,Year,Agriculture (% GDP),Ease of Doing Business,Education Expenditure (% GDP),Export (% GDP),GDP,Health Expenditure (% GDP),Import (% GDP),Industry (% GDP),Inflation Rate,R&D,Service (% GDP),Unemployment,Population,Land,Continent Name,Export,Import,Education Expenditure,Health Expenditure,Net Trade,GDP Per Capita,Population Density
Guam,GUM,2022,,,,18.40413411385970,5075850000.0,,53.74187954741680,,,13146113.324120600,,6.134,171774.0,540.0,Oceania,934166241.4183490,2727857193.0075500,,,-1793690951.5892000,29549.58259107900,318.1
Guatemala,GTM,2022,9.30653254881256,62.058124,19.3998908996582,19.0155395632265,95003333381.1936,6.086884408571430,35.6544175752575,22.649550528696,6.88512823344285,39205342.11825,62.0391801029779,2.569,17357886.0,108890.0,North America,18065396445.48480,33872885194.144800,18430543026.99010,5782743087.203010,-15807488748.659900,5473.208741041020,159.4075305354030
Guinea,GIN,2022,27.3199176325346,47.14269,10.1993560791016,43.6701925605662,21227749388.7287,4.2135507261904700,63.8074675861905,28.8351691223229,10.4930409984424,,35.2885216616253,5.749,13859341.0,245860.0,Africa,9270199034.332240,13544889310.490800,2165093747.735750,894441988.5226720,-4274690276.158580,1531.656475493940,56.37086553323030
Guinea-Bissau,GNB,2022,42.01985597461620,42.514344,11.4933970191262,20.100417614668400,1633559092.06611,7.225550788095240,29.98913071456090,13.864460445384700,9.39383877456589,,41.065941755282800,3.583,2105566.0,36130.0,Africa,328352199.4876730,489890171.4193000,187751431.99319100,118033641.85078400,-161537971.9316270,775.8289657346810,58.277497924162700
Guyana,GUY,2022,26.117477694386500,55.033552,14.571713952457200,91.85327928120280,15357537068.3434,4.01220644,106.03138395352400,25.408821266322100,3.937078256774080,,39.9897472790627,12.358,808726.0,214970.0,South America,14106401414.099700,16283809094.739900,2237856371.7415800,616176091.281461,-2177407680.6401800,18989.79019883550,3.762041215053260
Haiti,HTI,2022,20.2753493115575,38.349214,13.124044418335,7.23876011454798,20253551885.2146,4.07793516095238,29.2907901652243,29.3411380290859,33.9839319470699,,48.1674653697354,14.836,11584996.0,27750.0,North America,1466106035.6462000,5932425383.703040,2658085145.70609,825926713.6689000,-4466319348.056840,1748.2571323472700,417.4773333333330
Honduras,HND,2022,12.5724857320473,55.99769,13.5041408538818,41.1178936427843,31717700115.2546,7.757914435000000,64.8068283246351,26.25433343514,9.08963911525029,11929932.986867000,56.3844098828331,7.099,10432860.0,112490.0,North America,13041650199.327700,20555235462.21560,4283202899.1758100,2460632035.691350,-7513585262.8879800,3040.173079601820,92.74477731353900
Hong Kong SAR, China",HKG,2022,0.0692656169415736,84.906668,20.485088212149500,193.861100918864,359838598806.091,,189.929795326265,7.789818162264130,1.88136707196846,2678460302.3459600,88.97256725986600,5.058,7346100.0,1102.904761904760,Asia,697587069176.5020,683440714217.3090,73713254386.79040,,14146354959.193700,48983.62380121300,6660.683908294120
Hungary,HUN,2022,2.74790797995499,72.35731000000000,9.887038049243750,90.3778374035367,178788572067.589,7.198799178571430,94.4707025323708,25.7817847237829,14.6081439492433,2055063966.151520,56.4124540460527,3.423,9683505.0,93030.0,Europe,161585244959.35100,168902820079.84500,17676894148.022100,12870630257.381200,-7317575120.494750,18463.20852496990,104.0901322154140
Iceland,ISL,2022,4.07024124919026,78.98932200000000,15.431370871407700,46.3143323543196,27841648044.3753,8.671932915000000,47.0441107760344,21.3400056176862,8.3087551155892,669250415.7580300,64.3971254674815,3.809,381900.0,103000.0,Europe,12894673408.191900,13097855747.869500,4296347966.4395700,2414409040.838640,-203182339.67762900,72902.97995385000,3.707766990291260
India,IND,2022,16.6183527742932,61.98211000000000,14.062506854534200,22.4494377646999,3385089881935.39,3.5457746295238100,26.9236562932426,25.6208066930625,6.6990341407985,25300482424.8091,48.5828246313961,7.33,1417173173.0,3287260.0,Asia,759933646324.2390,911389965029.6160,476028496679.3060,120027658220.24300,-151456318705.37700,2388.621197767610,431.11076489234200
Indonesia,IDN,2022,12.3996592154305,66.280608,16.758917356792200,24.4924493725873,1319100220389.02,2.668208917142860,20.9008560313116,41.4292959518952,4.2094638340216,2264645914.327110,41.7908539920084,3.554,275501339.0,1912314.6066666700,Asia,323079953652.4680,275703237972.22300,221066915788.26000,35196349706.47090,47376715680.245100,4787.99930765135,144.06695323016100
Iran, Islamic Rep.",IRN,2022,12.4606174538087,56.79356000000000,20.93096814836780,19.7961705871207,388544468139.733,5.866489296190480,17.8753523741796,40.218732794406,19.436244264357400,1988059904.5867600,46.9398707870041,10.964,88550570.0,1745150.0,Asia,76916925719.76240,69453692810.35930,81326118868.57240,22793919634.35770,7463232909.403120,4387.825715178720,50.740950634615900
Iraq,IRQ,2022,2.85142526205376,44.196292,13.5,46.99961800785050,264182173793.103,3.356173145555560,38.447514198867300,62.7490598754853,4.99476596381039,105272193.75334000,34.7887631886786,15.547,44496122.0,436488.38095238100,Asia,124164612527.59400,101571478779.98000,35664593462.06890,8866411172.18903,22593133747.614500,5937.1954660027,101.94113736295400
Ireland,IRL,2022,1.08017851759956,79.833916,12.91261859167190,136.951093698858,529244870222.765,8.03354347818182,99.6221523388651,41.0525833020782,7.8073754099672,6845081744.5523800,52.3001234620715,4.362,5086988.0,70280.0,Europe,724806638115.1780,527245130858.9520,68339371507.85460,42517116755.39280,197561507256.22600,104038.94607629600,72.38173022196930
Isle of Man,IMN,2022,0.4720576578875780,,,,5187908008.909170,,,8.338818889025660,,,93.3141342442045,,84519.0,570.0,Europe,,,,,,61381.559281453500,148.27894736842100
Israel,ISR,2022,1.6170409395111200,74.638542,14.160981087457600,31.9108268239588,522033446211.625,7.140523093333330,28.6240977013041,20.237601399612800,4.3935966591265,22411989603.58170,68.06418721497470,3.476,9550600.0,22070.0,Asia,166585188983.73600,149427363677.1000,73925057588.23120,37275918781.664900,17157825306.635400,54659.753964319,432.74127775260500
Italy,ITA,2022,1.96011468118647,72.51951,8.705833366939,37.1496143631398,2010431598465.38,8.562253365454550,38.6903651963886,23.0319812926524,8.20128991161718,24591666598.413900,64.793319929837,8.094,58856847.0,302068.90476190500,Europe,746867585864.5960,777843327469.8480,175024824918.68400,172138247199.76400,-30975741605.25240,34157.990122464100,194.8457655593250
Jamaica,JAM,2022,8.09936510175336,67.83600000000000,17.774962525618700,27.9706521607294,17097760745.2096,5.290184316190480,45.2105290556191,19.9220815361069,10.3495688391272,9408897.646573110,58.3284888430595,6.049,2827377.0,10990.0,North America,4782355185.316310,7729988089.573220,3039120565.180950,904503057.36285,-2947632904.2569100,6047.216464309360,257.268152866242
Japan,JPN,2022,1.1318285980481700,77.90445400000000,8.254857713525950,14.999613864498300,4231141201863.17,9.186331158095240,14.7282220110639,28.911817149670100,2.49770278172251,133360090414.17000,69.72223973786520,2.641,125124989.0,377935.6666666670,Asia,634654842341.1670,623171869812.005,349274685872.17600,388686642569.7620,11482972529.161500,33815.3172733799,331.0748363698580
Jordan,JOR,2022,4.66769110184911,60.789308000000000,10.855209350585900,44.62663554178780,47451499859.1549,8.192823432857140,69.96323608358960,24.4570962952301,4.22915568897118,229965782.2560170,61.1891408208474,17.874,11285869.0,89088.38095238100,Asia,21176007901.25700,33198604871.664700,5150959649.704260,3887617599.7030200,-12022596970.407800,4204.505639676920,126.68171628388300
Kazakhstan,KAZ,2022,5.18894461924684,76.049054,14.816662085683700,43.02492808247480,220623001966.686,3.2584505423809500,34.083919346937800,34.5416897947218,8.204693867777220,409201516.9288320,52.6066588604409,5.008,19621972.0,2724901.904761910,Europe,94922887929.56360,75196966051.11830,32688964684.69520,7188891404.200620,19725921878.445200,11243.671225638600,7.20098289252527
Kazakhstan,KAZ,2022,5.18894461924684,76.049054,14.816662085683700,43.02492808247480,220623001966.686,3.2584505423809500,34.083919346937800,34.5416897947218,8.204693867777220,409201516.9288320,52.6066588604409,5.008,19621972.0,2724901.904761910,Asia,94922887929.56360,75196966051.11830,32688964684.69520,7188891404.200620,19725921878.445200,11243.671225638600,7.20098289252527
Kenya,KEN,2022,21.1657169102521,66.0809,21.22661826189830,12.215242879819,113420008178.793,4.085009416190480,21.5143076851726,17.6562235849776,7.65687456104604,593997583.8379840,55.0581373603604,5.502,54027487.0,580370.0,Africa,13854529473.35010,24401529536.133500,24075232168.726200,4633218013.947700,-10547000062.783300,2099.3019382669600,93.09145372779430
Kiribati,KIR,2022,24.00578141326420,46.40435,18.8985729217529,14.44142564838950,223352943.188404,10.761469251904800,94.42718271477340,11.29162901460630,1.8336984880792800,,61.71054995221010,,131232.0,810.0,Oceania,32255349.22404300,210905891.7633380,42210518.84134190,24036058.30444440,-178650542.53929500,1701.9701230523300,162.01481481481500
North Korea.",PRK,2022,,,,,,,,,,,,2.962,26069416.0,120540.0,Asia,,,,,,,216.2719097395060
South Korea",KOR,2022,1.58638909635271,83.796322,14.3753856931414,48.2565227414909,1665245538594.96,5.84117080952381,48.5265387995159,31.7575181493254,5.08788760792858,55971082860.301000,58.2429412625214,2.788,51628117.0,99967.61904761900,Asia,803589592033.7390,808086022393.4910,239385468910.8550,97269836307.30640,-4496430359.751340,32254.624715345700,516.448400910771
Kuwait,KWT,2022,0.3941876237848570,62.47587600000000,11.307948915582000,59.89447791151680,184558274288.737,3.2014753138095200,33.83049856117520,62.27715930803,3.0942274504308100,259393140.1849040,50.41681191674380,2.482,4268873.0,17820.0,Asia,110540214827.74400,62436984327.780900,20869755376.050000,5908587590.946790,48103230499.96320,43233.48909389830,239.55516273849600
Kyrgyz Republic,KGZ,2022,12.1204366201074,63.635672,17.11798256093810,41.45186207033180,10930644915.2401,6.383433455714290,68.97081619066090,24.0393602833711,13.9229093174175,17341988.61591020,52.0680419461923,4.567,6803300.0,199949.61904761900,Asia,4530955853.663060,7538955012.94407,1871105890.3888600,697750444.4447690,-3007999159.2810100,1606.6680750871000,34.02507107742860
Lao PDR,LAO,2022,14.6271897573021,49.57051,11.71780279704500,32.90375027313760,15724383783.2385,2.9737138285714300,46.69174415246040,33.554541043651,22.9562225132054,5833746.138960200,41.2495294247126,2.633,7529475.0,236800.0,Asia,5173911972.026540,7341989045.620690,1842552282.7704100,467598175.0198060,-2168077073.5941500,2088.377182106120,31.79676942567570
Latvia,LVA,2022,5.1231178289312,80.06526800000000,14.156440877914400,70.3412087997428,41153912662.862,5.880552429047620,76.1564502897118,20.8558038049082,17.3102830198815,227095520.8614380,62.0800868806632,6.429,1883379.0,64593.80952380950,Europe,28948159635.44760,31341359039.363900,5825929315.066600,2420077410.744070,-2393199403.9163500,21851.10520126960,29.15726776117420
Lebanon,LBN,2022,3.980871646658760,54.45721,7.219792667188140,26.36410331596310,34590455762.007600,8.145424593333340,50.93543310882020,14.907737690284400,20.915293465725300,,72.43542038723610,12.635,5489739.0,10450.0,Asia,9119463494.558210,17618798456.693400,2497359188.652390,2817539490.584660,-8499334962.135220,6300.929017209680,525.3338755980860
Lesotho,LSO,2022,3.50810957392033,57.974298,14.6538400650024,44.27484816542810,2553459762.7992,8.336430005238090,99.2954948851774,24.939078217855,8.27180389943028,990657.2813971230,49.595649644741,18.039,2305825.0,30360.0,Africa,1130540432.9446500,2535470508.165340,374179909.76478400,212867385.837674,-1404930075.2207000,1107.3952979082100,75.94944005270090
Liberia,LBR,2022,36.1905257727343,42.058992,11.1886758804321,,4001047150.0,8.280213503333330,,21.3943992137158,10.554012384608100,,37.2152575107744,3.634,5302681.0,111370.0,Africa,,,447664197.436766,331295246.38903300,,754.5328768598380,47.61319026667860
Libya,LBY,2022,1.59721923426485,32.603984000000000,,49.007230499180100,45752336035.9846,3.672418752500000,30.291333487511700,80.3080316319644,1.7331989818419000,,25.4693937975976,20.68,6812341.0,1759540.0,Africa,22421952779.91440,13858992686.987100,,1680217368.2923100,8562960092.927320,6716.095984623290,3.8716602066449200
Liechtenstein,LIE,2022,0.1459600329340730,64.84815,,,5048408233.714670,,,41.07456704108730,,,53.73604236228120,,39327.0,160.0,Europe,,,,,,128370.03162495700,245.79375
Lithuania,LTU,2022,4.01970495449537,80.284528,13.52374606132510,87.561129569902,70334299008.3797,6.426910444090910,89.5426504370244,27.2365918218381,19.7050461518394,593317031.621659,59.6179632918573,5.569,2833000.0,65295.90476190480,Europe,61585506686.80960,62979195498.40500,9511831991.906350,4520322408.747680,-1393688811.5953200,24826.79103719720,43.38710077347520
Luxembourg,LUX,2022,0.245201223046949,69.421058,9.61332861582439,209.366433041006,82274812250.9186,5.995116927272730,175.111415423983,12.26817582096,6.33600807777923,1145148468.9592500,78.4234097386979,4.698,650774.0,2590.0,Europe,172255839700.93300,144072588270.00800,7909348069.733350,4932471196.136680,28183251430.924700,126426.0899343220,251.26409266409300
Macao SAR, China",MAC,2022,,,13.8027029037476,86.5481274221663,21979475560.6214,,96.544235032634,7.826738745139490,1.04502802369954,25837972.429719000,88.97122911555800,2.627,695168.0,29.190476190476200,Asia,19022824514.93050,21219916544.18670,3033761711.4343800,,-2197092029.2561700,31617.501899715500,23814.890701468200
Madagascar,MDG,2022,22.3969644485088,45.159238,13.8535928726196,31.0796352394265,14954967604.4073,4.551276331904760,40.14260017322,22.4336018250455,8.16059031991844,18510660.533862400,47.9866202243758,2.142,29611714.0,587161.4285714290,Africa,4647949381.624190,6003312851.471800,2071800326.14674,680641901.0234140,-1355363469.8476100,505.0355276431250,50.431980983569900
Malawi,MWI,2022,21.7620875918847,56.750768,15.833002805709800,,13164667626.9363,5.30259234,,18.3464047678754,20.9539697299689,,54.9122631632069,5.614,20405317.0,118480.0,Africa,,,2084362194.735200,698068657.172384,,645.1586920671850,172.2258355840650
Malaysia,MYS,2022,8.92788740437213,79.692252,20.2047576904297,73.8363347646657,406305924656.071,3.285618861904760,66.9092131162023,39.1992791316571,3.37869862549938,3841400609.4597000,50.8192841432907,3.73,33938221.0,330660.8095238100,Asia,300001402697.7270,271856097031.88700,82093127558.61900,13349664097.53640,28145305665.840100,11971.927599153500,102.63756702487700
Maldives,MDV,2022,5.805912126911280,52.919894,12.980865097045900,72.27518894943240,6189865408.23158,8.649430888095240,75.05806967766230,10.454717075231500,2.33314337624571,,72.97937797249940,4.883,523787.0,300.0,Asia,4473736919.514930,4645993491.063970,803498078.3312500,535388130.5511050,-172256571.54904700,11817.52393288030,1745.9566666666700
Mali,MLI,2022,36.4212984752437,52.368452000000000,16.659470510482800,29.0625334422569,18827176532.3169,4.561876808095240,39.7656947848218,19.9629972718925,1.8256575581544500,58982907.24113580,35.6409236289385,2.762,22593590.0,1240190.0,Africa,5471654475.937340,7486757556.440730,3136507922.3578700,858872599.8469140,-2015103080.5033900,833.297255208973,18.21784565268230
Malta,MLT,2022,0.951867995420787,64.782142,14.233791232109100,168.009736941935,17765270014.7571,8.392614164285710,156.622442069411,12.3418285712955,6.15375621933034,101448105.58665400,78.8079054326196,2.813,523417.0,320.0,Europe,29847383418.817900,27824399737.33740,2528671445.721000,1490970567.5821100,2022983681.4804800,33940.94959612910,1635.678125
Marshall Islands,MHL,2022,12.20301991210340,50.847296,27.88399944305420,36.69092862041470,279667900.0,15.018046424285700,92.60948301497570,12.729650687571200,,,72.39736572898170,,41569.0,180.0,Oceania,102612749.56321300,258998996.3488390,77982595.67840140,42000655.05582500,-156386246.78562600,6727.799562173740,230.9388888888890
Mauritania,MRT,2022,19.2032898372654,47.90557200000000,10.4351224899292,46.4676921166572,10375460680.4361,3.2434131771428600,77.7041564561854,34.654713135596,9.52526628622848,1074897.697829150,39.7652278990919,11.109,4736139.0,1030700.0,Africa,4821237124.669870,8062164200.176070,1082692030.8979500,336519058.8985400,-3240927075.506190,2190.700205470340,4.59507034054526
Mauritius,MUS,2022,3.39052051035037,78.642456,16.362888249484000,56.1625807402572,12898307089.1315,4.474712926666670,63.1061112544154,18.3697355422078,10.7737512242899,43951450.46307330,65.7892935918425,7.234,1262523.0,2040.0,Africa,7244022133.059800,8139620021.603470,2110535575.069860,577162214.6385300,-895597888.5436750,10216.294744041500,618.8838235294120
Mexico,MEX,2022,4.14990925789374,72.24332800000000,19.3104967820017,43.354093459063,1414187193992.25,5.585031850476190,46.1269635139675,32.1300397174628,7.89627619168544,5481780143.373970,58.7684189526905,3.308,127504125.0,1964378.3333333300,North America,613108037769.5010,652321610992.006,273086572587.35400,78982805209.82270,-39213573222.50540,11091.305430253700,64.90813039239730
Micronesia, Fed. Sts.",FSM,2022,22.4635812773441,48.097198,18.000538962228000,29.9933888732877,427094119.111317,11.636344864285700,71.3660025650125,4.85366234910332,5.40874375479069,,66.8099985123939,,114164.0,700.0,Oceania,128100000.00000000,304800000.0,76879243.31601690,49698144.59487600,-176700000.00000000,3741.05776874774,163.09142857142900
Moldova,MDA,2022,7.92241456216425,72.831246,18.725480261303100,40.8823296680243,14420947883.5979,8.563535985238100,70.0032502688485,20.042542243121,28.7372976766236,50487898.25600730,58.0309586016506,2.278,2592477.0,33848.09523809520,Europe,5895619455.026470,10095132238.095300,2700391749.435940,1234943061.424340,-4199512783.0687800,5562.613625346690,76.591518127207
Monaco,MCO,2022,,,6.54762585957845,,5568611548.605500,1.938383381428570,,13.958293165338500,,2099366.617883890,79.03091771290600,,36469.0,50.62233333333330,Europe,,,364611849.7759660,107941040.8344810,,152694.38560436300,720.4132563361360
Mongolia,MNG,2022,13.246394190452,66.857072,17.633220672607400,69.6910459119838,16810883360.913,4.267669768095240,75.2592857425016,37.0112136985462,15.1479560897225,36073994.51878650,38.8599066386074,8.247,3398366.0,1564119.2261428600,Asia,11715680441.263900,12651750744.428200,2964300160.044430,717432986.9434370,-936070303.1642460,4946.754811257230,2.1727026579555700
Montenegro,MNE,2022,6.3492871277598,72.63933800000000,,52.6812128359268,6095978867.69929,8.646737529000000,75.9699252737865,13.0420246755041,13.0403036347004,37902499.588982400,60.6987936884063,15.402,616159.0,13810.0,Europe,3211435601.725780,4631110590.496970,,527103292.5132640,-1419674988.7711800,9893.515906931960,44.61687183200580
Morocco,MAR,2022,10.7342762861611,70.17999,14.34683883190150,43.527422607698,134181587769.796,5.216980127619050,55.1209595360866,27.2062334067731,6.65704202759063,828120459.5082730,52.3047743587685,10.494,37457971.0,446550.0,Africa,58405786770.27830,73962178699.46780,19250816139.419100,7000226768.873970,-15556391929.189500,3582.190497445680,83.88303885343190
Mozambique,MOZ,2022,23.98159118523440,53.444526,19.16816393534340,28.223159197867700,17851491427.6765,5.285017377142860,54.75071297549860,19.079305381112900,10.2794018093421,58008422.04116620,45.816275674500900,3.906,32969518.0,799380.0,Africa,5038254844.826840,9773818833.412890,3421803141.760810,943454424.0318710,-4735563988.586050,541.4544254992290,41.24386149265680
Myanmar,MMR,2022,20.3043006684831,43.615794,9.416513013839720,36.9642804609069,59364362540.5524,3.1456020209523800,35.4086296234463,41.105291318162,13.66544289685460,62634489.785317200,38.5904092599302,0.7626190476190480,54179306.0,676590.0,Asia,21943609463.319300,21020107260.304100,5590052924.214110,1867366587.8011100,923502203.0152510,1095.7017895458500,80.07701266645980
Namibia,NAM,2022,8.58397288237219,60.786982,24.7069206237793,37.6331130307008,12607436975.946,9.47533067190476,56.3755474762011,27.9812898910437,6.08128114112414,30856072.716999800,55.5229292600494,20.846,2567012.0,824290.0,Africa,4744571007.432130,7107511617.906570,3114909446.339980,1194596342.7228700,-2362940610.4744400,4911.327635377630,3.114209804801710
Nauru,NRU,2022,,,6.98449230194092,55.7692307692308,150922211.044258,12.674383277619000,115.384615384615,,0.0877749006491565,,,,12668.0,20.0,Oceania,84168156.15929780,174141012.74337400,10541150.21230520,19128459.478806400,-89972856.58407620,11913.657329038400,633.4
Nepal,NPL,2022,21.0607486436528,60.111662,12.4379253387451,6.76061737759184,40828247302.4851,4.301879668095240,42.6382368088988,12.0298226217743,6.284003045961240,83810863.6666732,52.2844604522285,11.119,30547580.0,147180.0,Asia,2760241582.0979800,17408444769.756400,5078186916.601310,1756382069.5452500,-14648203187.658500,1336.54604726414,207.5525207229240
Netherlands,NLD,2022,1.66980809319306,75.876046,11.90035225096200,92.6376932933554,991114635529.187,9.745225580454550,83.212882469565,18.9132647531944,10.0012078753473,19020561207.34700,68.8420779739605,3.538,17703090.0,41537.619047619000,Europe,918145736247.0850,824735056801.56,117946132838.81200,96586356993.21920,93410679445.52540,55985.40342557070,426.19414414930800
New Caledonia,NCL,2022,1.7265201460498500,,,19.97516949364090,8035172434.985470,,41.96132388220170,23.78437958797190,1.1306598518031000,,66.53291564148260,12.267,276780.0,18580.0,Oceania,1605039312.9946600,3371664729.9376400,,,-1766625416.9429800,29030.899757878,14.896663078579100
New Zealand,NZL,2022,5.816993131174580,87.01846800000000,15.94669752120970,29.045291874931700,247234053739.267,8.8630867,28.24678430273460,21.847509908999700,7.17222476016446,3003275677.2289800,64.53896542006840,3.253,5124100.0,267710.0,Oceania,71809852522.79570,69835669882.63770,39425666719.226,21912568534.835800,1974182640.1579300,48249.26401500110,19.140487841320800
Nicaragua,NIC,2022,16.7843275365567,54.292616,20.93416187979960,49.7779295600035,15671583877.9712,7.203798225714290,65.4020124188691,25.9894452063201,10.4674244465991,13646553.785515400,46.2706929273633,5.565,6948392.0,130370.0,North America,7800989983.713370,10249531234.104200,3280714738.1430600,1128949281.3426200,-2448541250.3908400,2255.425986036940,53.29747641328530
Niger,NER,2022,36.7325508543771,51.178864,16.770930480957000,10.0539186843855,13969605582.5202,5.1189771819047600,28.7097972532147,20.514382141104900,4.22621791916396,,36.95581893908720,0.534,26207977.0,1267000.0,Africa,1404492785.7959600,4010645439.815310,2342832840.708360,715100922.1713030,-2606152654.0193500,533.0287638195120,20.685064719810600
Nigeria,NGA,2022,23.6918718407127,51.831352,7.033850232760110,20.797531882001900,477386120635.845,3.602609713333330,15.074693153060200,30.7755687196148,18.8471877843274,631247661.1478560,44.0357676992755,5.761,218541212.0,923770.0,Africa,99284530639.4917,71964492841.15150,33578624757.508800,17198358752.132100,27320037798.34020,2184.421493168280,236.57535100728500
North Macedonia,MKD,2022,8.1240004472683,80.04747,8.64087963104248,74.8945722637132,13563132057.2486,7.230867545238100,95.9236787865987,22.949505687219,14.2047173195833,41823532.09548240,58.8005230605344,15.081,2057679.0,25710.0,Europe,10158049739.838900,13010255227.997300,1171973915.2661900,980732114.045373,-2852205488.1584400,6591.471292290300,80.03418903150530
Northern Mariana Islands,MNP,2022,,,,61.176649197601300,1019684210.5263200,,64.1434217341494,,,,,,49551.0,460.0,Oceania,623808632.3970150,654060343.5144270,,,-30251711.117411900,20578.47895151090,107.7195652173910
Norway,NOR,2022,1.55198985558538,82.47812200000000,15.657228651500900,55.6735263925182,579267365866.343,9.17939883909091,27.3252958742707,48.686510546539,5.76412317852271,10142629787.769200,42.149381963893,3.171,5457127.0,476585.13761904800,Europe,322498569818.84300,158286521626.0720,90697215977.21950,53173261857.56760,164212048192.77100,106148.77862771800,11.450476670890400
Oman,OMN,2022,1.84079692263028,68.360054,11.310353934764900,57.03065360615100,114667360208.062,3.3064740390476200,40.63002149227150,56.9789700972565,2.81184097477153,272113674.38134000,44.4832795035564,2.327,4576298.0,309500.0,Asia,65395544999.57720,46589373097.15590,12969284287.18360,3791446496.540790,18806171902.421300,25056.794860837700,14.78610016155090
Pakistan,PAK,2022,22.2506373309824,54.45444200000000,12.351141026145500,10.4679996045402,376532751806.989,2.577350252380950,21.8525859938835,19.8227668934626,19.8738599646653,1112664542.0041100,51.5451798909892,6.416,235824862.0,796100.0,Asia,39415446970.11990,82282143383.75820,46506091185.3078,9704567828.994370,-42866696413.63830,1596.662661492360,296.2251752292430
Palau,PLW,2022,3.644731604784960,53.46772,14.577097956339500,,214044363.63636400,11.059177217142900,,11.176903705369300,12.3526638378123,,75.21825073559030,,18055.0,460.0,Oceania,,,31201456.55729630,23671545.497851100,,11855.129528461000,39.25
Panama,PAN,2022,2.61944750889428,65.867784,11.7598056793213,62.1874672722056,76522511780.6222,7.34390326904762,68.55936103623060,26.1693704693389,2.85748282185325,152736384.31744200,68.1480128007651,8.789,4408581.0,75386.66666666670,North America,47587411969.44410,52463345125.668800,8998898686.33692,5619739244.214460,-4875933156.224750,17357.62862939850,58.47958524938100
Papua New Guinea,PNG,2022,23.161394932466000,58.76709,8.34962379932404,66.80123062637810,30633444294.631,2.4173509166666700,54.489428438983900,34.150517927404600,6.237551137635250,9674042.050052130,44.17664144306400,2.753,10142619.0,462840.0,Oceania,20463517772.059500,16691988707.318900,2557777355.377180,740517846.4628350,3771529064.7405800,3020.2696458016400,21.913877365828400
Paraguay,PRY,2022,11.3297744806337,58.313838,10.943473815918,34.4783350054441,41722295362.0667,5.8871075771428600,39.3762256861412,33.2113856440863,9.76556667164399,35345460.32360170,48.3097156003533,6.886,6780744.0,406751.0476190480,South America,14385152766.894200,16428665183.205800,4565868468.34774,2456236411.618150,-2043512416.3115800,6153.055676791030,16.67050162425310
Peru,PER,2022,7.0909923045786400,67.894132,18.2206020355225,29.3177265575969,242631549613.268,4.829587345238100,29.0948442618018,32.857188663948400,8.33370630096232,280629267.84507400,51.57897995678630,3.661,34049588.0,1285220.0,South America,71134054258.07800,70593271489.97670,44208929067.65490,11718102615.677500,540782768.1012880,7125.829235092890,26.49319805169540
Philippines,PHL,2022,9.54934989460708,60.104746,15.4144191741943,28.3851063227604,404284327311.713,3.86040706,44.0315802628315,29.2262372171058,5.82115811213952,584932039.1745390,61.2244129940016,2.238,115559009.0,300000.0,Asia,114756536153.6860,178012778070.3050,62318080867.39910,15607020714.014900,-63256241916.6189,3498.5098159825300,385.1966966666670
Poland,POL,2022,2.13073205714332,77.15643,11.523282823108500,61.7182765730305,688176605954.787,6.196334232272730,60.6053997669283,29.8329869854697,14.4294507575757,5550865300.135230,56.8230203163582,2.602,37561599.0,312685.2380952380,Europe,424730740974.0700,417072183141.3780,79300536626.63900,42641722613.269100,7658557832.692080,18321.280889953200,120.12591073634100
Portugal,PRT,2022,1.89635115400595,76.48872,10.8495710463751,50.0480509538603,251945377529.388,9.523304722272730,52.5875781491262,19.0692722481191,7.83269124233316,2961785871.6489400,65.5020061059551,5.781,10379007.0,92172.05714285720,Europe,126093750921.8040,132491972301.37800,27334992733.10890,23993526035.804100,-6398221379.574170,24274.51658230770,112.60470170383200
Puerto Rico,PRI,2022,0.661260918166206,69.573292,21.2439384460449,52.7060478794867,113434800000.0,,45.408463716602,46.231844195961,,498632911.425114,52.5500992640706,5.971,3221789.0,8870.0,North America,59787000000.00000,51509000000.000000,24098019088.394100,,8277999999.999920,35208.63718884140,363.2231116121760
Qatar,QAT,2022,0.254855192751905,66.66206600000000,11.717677004197100,61.18265496101870,237295575171.103,2.6597744623809500,31.737862753919700,65.6068567665864,4.99527553740761,1209194965.485450,38.2555193177756,0.095,2695122.0,11570.0,Asia,145183732994.70100,75312543968.92900,27805529043.80150,6311527108.760990,69871189025.77170,88046.32041558900,232.94053586862600
Romania,ROU,2022,4.45997875758943,72.89222400000000,10.03560579390750,42.537070498551,301261582924.085,5.1441544809523800,49.4417318355938,28.8306111037402,13.795488743252,1353008806.431550,57.4508229416335,5.436,18956666.0,238393.80952381000,Europe,128147851913.46900,148948943952.99100,30233424870.74700,15497361217.37740,-20801092039.52240,15892.118525698800,79.5182812752808
Russia,RUS,2022,3.90141771321053,76.292522,11.225775618302200,28.1889031982231,2240422438363.27,5.240591752857140,15.5852112162007,32.7935315983555,9.925565840704250,24726497010.038000,53.9762519415362,6.548636363636360,143555736.0,17098245.23809520,Europe,631550512381.4920,349174569154.0700,251504795832.75500,117411393534.02600,282375943227.42200,15606.638235363000,8.395933851747250
Rwanda,RWA,2022,24.8945979177306,71.791252,14.789393067359900,22.4837410421262,13312796765.2336,6.728098812380950,37.8912876190601,21.2347731182314,17.6892095588154,93706115.47337060,46.49382832159,13.009,13776698.0,26340.0,Africa,2993214750.159680,5044390112.455590,1968881841.8691700,895698121.0563720,-2051175362.295920,966.3271101125680,523.0333333333330
